"Player Position X {0.100}";"Player Position Y {0.100}";"Player Position {0.100}"";"Head Rotation X {0.100}";"Head Rotation Y {0.100}";"Head Rotation {0.100}"";"Player Height {0.100}";"Object Viewed {0.100}"
5.500;0.000;4.120;338.914;261.300;359.106;0.823;"SmokePlane (14) from [33.56] to [71.33]"
5.500;0.000;4.120;338.905;261.305;359.099;0.823;"Cube.009 from [71.33] to [76.46]"
5.500;0.000;4.120;338.869;261.297;359.104;0.823;"SmokePlane (14) from [76.46] to [77.06]"
5.500;0.000;4.120;338.905;261.298;359.109;0.823;"Cube from [77.06] to [77.20]"
5.500;0.000;4.120;338.887;261.307;359.097;0.823;"Cube.004 from [77.20] to [77.30]"
5.500;0.000;4.120;338.913;261.307;359.095;0.823;"SmokePlane (14) from [77.30] to [77.66]"
5.500;0.000;4.120;338.914;261.296;359.109;0.823;"Cube.009 from [77.66] to [77.87]"
5.500;0.000;4.120;338.897;261.287;359.105;0.823;"SmokePlane (14) from [77.87] to [78.00]"
5.500;0.000;4.120;338.911;261.297;359.097;0.823;"Cube.009 from [78.00] to [78.91]"
5.500;0.000;4.120;338.913;261.290;359.111;0.823;"Frame Top from [78.91] to [79.14]"
5.500;0.000;4.120;338.939;261.284;359.090;0.823;"SmokePlane (14) from [79.14] to [79.37]"
5.500;0.000;4.120;338.938;261.299;359.090;0.823;"Cube.009 from [79.37] to [79.94]"
5.500;0.000;4.120;338.930;261.308;359.094;0.823;"SmokePlane (16) from [79.94] to [81.04]"
5.500;0.000;4.120;338.901;261.309;359.088;0.823;"SmokePlane (14) from [81.04] to [81.51]"
5.500;0.000;4.120;338.916;261.307;359.093;0.823;"Closet Door Left from [81.51] to [81.87]"
5.500;0.000;4.120;338.917;261.311;359.099;0.823;"Mircrowave from [81.87] to [81.97]"
5.500;0.000;4.120;338.907;261.306;359.097;0.823;"Cube.004 from [81.97] to [82.45]"
5.500;0.000;4.120;338.903;261.299;359.103;0.823;"Cube.004 from [82.45] to [82.67]"
5.500;0.000;4.120;338.905;261.316;359.089;0.823;"Cube.004 from [82.67] to [82.77]"
5.500;0.000;4.120;338.915;261.305;359.092;0.823;"Door from [82.77] to [82.99]"
5.500;0.000;4.120;338.897;261.292;359.097;0.823;"Mircrowave from [82.99] to [83.10]"
5.500;0.000;4.120;338.910;261.286;359.098;0.823;"Closet Door Left from [83.10] to [83.24]"
5.500;0.000;4.120;338.889;261.299;359.099;0.823;"Closet from [83.24] to [83.34]"
5.500;0.000;4.120;338.921;261.293;359.097;0.823;"Closet Door Right from [83.34] to [83.45]"
5.500;0.000;4.120;338.921;261.287;359.094;0.823;"Handle from [83.45] to [83.57]"
5.500;0.000;4.120;338.928;261.280;359.093;0.823;"SmokePlane (20) from [83.57] to [83.80]"
5.500;0.000;4.120;338.922;261.279;359.091;0.823;"SmokePlane (18) from [83.80] to [84.13]"
5.500;0.000;4.120;338.914;261.290;359.097;0.823;"SmokePlane (14) from [84.13] to [84.81]"
5.500;0.000;4.120;338.912;261.300;359.101;0.823;"SmokePlane (16) from [84.81] to [85.27]"
5.500;0.000;4.120;338.917;261.292;359.110;0.823;
5.500;0.000;4.120;338.930;261.296;359.116;0.823;
5.500;0.000;4.120;338.933;261.292;359.105;0.823;
5.500;0.000;4.120;338.915;261.279;359.114;0.823;
5.500;0.000;4.120;338.932;261.301;359.094;0.823;
5.500;0.000;4.120;338.926;261.291;359.100;0.823;
5.500;0.000;4.120;338.908;261.293;359.101;0.823;
5.500;0.000;4.120;338.933;261.299;359.093;0.823;
5.500;0.000;4.120;338.950;261.290;359.092;0.823;
5.500;0.000;4.120;338.924;261.293;359.088;0.823;
5.500;0.000;4.120;338.918;261.301;359.094;0.823;
5.500;0.000;4.120;338.918;261.294;359.093;0.823;
5.500;0.000;4.120;338.910;261.294;359.093;0.823;
5.500;0.000;4.120;338.913;261.297;359.092;0.823;
5.500;0.000;4.120;338.914;261.294;359.093;0.823;
5.500;0.000;4.120;338.893;261.288;359.100;0.823;
5.500;0.000;4.120;338.908;261.296;359.099;0.823;
5.500;0.000;4.120;338.917;261.297;359.092;0.823;
5.500;0.000;4.120;338.928;261.289;359.094;0.823;
5.500;0.000;4.120;338.926;261.295;359.097;0.823;
5.500;0.000;4.120;338.922;261.298;359.092;0.823;
5.500;0.000;4.120;338.925;261.298;359.101;0.824;
5.500;0.000;4.120;338.930;261.294;359.092;0.823;
5.500;0.000;4.120;338.924;261.299;359.093;0.823;
5.500;0.000;4.120;338.919;261.287;359.092;0.823;
5.500;0.000;4.120;338.919;261.312;359.091;0.823;
5.500;0.000;4.120;338.916;261.285;359.098;0.823;
5.500;0.000;4.120;338.925;261.296;359.096;0.823;
5.500;0.000;4.120;338.920;261.301;359.086;0.824;
5.500;0.000;4.120;338.924;261.293;359.085;0.824;
5.500;0.000;4.120;338.924;261.294;359.081;0.824;
5.500;0.000;4.120;338.921;261.300;359.095;0.823;
5.500;0.000;4.120;338.914;261.302;359.080;0.823;
5.500;0.000;4.120;338.913;261.304;359.073;0.823;
5.500;0.000;4.120;338.920;261.307;359.083;0.824;
5.500;0.000;4.120;338.920;261.302;359.087;0.824;
5.500;0.000;4.120;338.905;261.294;359.088;0.823;
5.500;0.000;4.120;338.920;261.301;359.082;0.824;
5.500;0.000;4.120;338.913;261.294;359.093;0.823;
5.500;0.000;4.120;338.933;261.283;359.105;0.823;
5.500;0.000;4.120;338.926;261.278;359.096;0.823;
5.500;0.000;4.120;338.934;261.288;359.093;0.823;
5.500;0.000;4.120;338.919;261.289;359.099;0.823;
5.500;0.000;4.120;338.909;261.284;359.084;0.823;
5.500;0.000;4.120;338.909;261.284;359.087;0.823;
5.500;0.000;4.120;338.937;261.303;359.082;0.823;
5.500;0.000;4.120;338.923;261.299;359.078;0.823;
5.500;0.000;4.120;338.929;261.304;359.073;0.823;
5.500;0.000;4.120;338.949;261.314;359.079;0.823;
5.500;0.000;4.120;338.924;261.302;359.085;0.823;
5.500;0.000;4.120;338.931;261.310;359.080;0.823;
5.500;0.000;4.120;338.916;261.300;359.060;0.823;
5.500;0.000;4.120;338.922;261.316;359.079;0.823;
5.500;0.000;4.120;338.918;261.305;359.078;0.823;
5.500;0.000;4.120;338.922;261.304;359.074;0.823;
5.500;0.000;4.120;338.910;261.300;359.075;0.823;
5.500;0.000;4.120;338.904;261.305;359.072;0.823;
5.500;0.000;4.120;338.904;261.301;359.084;0.823;
5.500;0.000;4.120;338.911;261.306;359.088;0.823;
5.500;0.000;4.120;338.905;261.299;359.077;0.823;
5.500;0.000;4.120;338.918;261.300;359.070;0.823;
5.500;0.000;4.120;338.934;261.307;359.071;0.823;
5.500;0.000;4.120;338.933;261.319;359.073;0.823;
5.500;0.000;4.120;338.927;261.307;359.067;0.823;
5.500;0.000;4.120;338.912;261.291;359.077;0.823;
5.500;0.000;4.120;338.921;261.298;359.083;0.823;
5.500;0.000;4.120;338.920;261.298;359.076;0.823;
5.500;0.000;4.120;338.932;261.294;359.076;0.823;
5.500;0.000;4.120;338.918;261.302;359.084;0.823;
5.500;0.000;4.120;338.926;261.311;359.078;0.823;
5.500;0.000;4.120;338.932;261.315;359.078;0.823;
5.500;0.000;4.120;338.931;261.312;359.086;0.823;
5.500;0.000;4.120;338.925;261.305;359.076;0.823;
5.500;0.000;4.120;338.934;261.309;359.071;0.823;
5.500;0.000;4.120;338.914;261.315;359.073;0.823;
5.500;0.000;4.120;338.921;261.303;359.078;0.823;
5.500;0.000;4.120;338.921;261.300;359.089;0.823;
5.500;0.000;4.120;338.915;261.300;359.089;0.823;
5.500;0.000;4.120;338.923;261.294;359.090;0.823;
5.500;0.000;4.120;338.920;261.279;359.097;0.823;
5.500;0.000;4.120;338.898;261.287;359.099;0.823;
5.500;0.000;4.120;338.915;261.284;359.096;0.823;
5.500;0.000;4.120;338.921;261.298;359.089;0.823;
5.500;0.000;4.120;338.926;261.290;359.092;0.823;
5.500;0.000;4.120;338.925;261.282;359.094;0.823;
5.500;0.000;4.120;338.919;261.281;359.087;0.823;
5.500;0.000;4.120;338.930;261.275;359.085;0.823;
5.500;0.000;4.120;338.916;261.281;359.087;0.823;
5.500;0.000;4.120;338.920;261.288;359.090;0.823;
5.500;0.000;4.120;338.921;261.289;359.090;0.823;
5.500;0.000;4.120;338.920;261.304;359.086;0.823;
5.500;0.000;4.120;338.928;261.292;359.085;0.823;
5.500;0.000;4.120;338.931;261.282;359.094;0.823;
5.500;0.000;4.120;338.926;261.282;359.099;0.823;
5.500;0.000;4.120;338.920;261.279;359.090;0.823;
5.500;0.000;4.120;338.911;261.282;359.095;0.823;
5.500;0.000;4.120;338.915;261.281;359.100;0.823;
5.500;0.000;4.120;338.917;261.283;359.093;0.823;
5.500;0.000;4.120;338.920;261.282;359.100;0.823;
5.500;0.000;4.120;338.920;261.270;359.092;0.823;
5.500;0.000;4.120;338.925;261.288;359.075;0.823;
5.500;0.000;4.120;338.934;261.294;359.084;0.823;
5.500;0.000;4.120;338.933;261.283;359.089;0.823;
5.500;0.000;4.120;338.935;261.287;359.077;0.823;
5.500;0.000;4.120;338.933;261.292;359.079;0.823;
5.500;0.000;4.120;338.931;261.290;359.080;0.823;
5.500;0.000;4.120;338.916;261.284;359.076;0.823;
5.500;0.000;4.120;338.928;261.295;359.081;0.823;
5.500;0.000;4.120;338.932;261.301;359.079;0.823;
5.500;0.000;4.120;338.927;261.308;359.075;0.823;
5.500;0.000;4.120;338.919;261.308;359.070;0.823;
5.500;0.000;4.120;338.925;261.301;359.070;0.823;
5.500;0.000;4.120;338.920;261.289;359.088;0.823;
5.500;0.000;4.120;338.926;261.290;359.080;0.823;
5.500;0.000;4.120;338.932;261.305;359.078;0.823;
5.500;0.000;4.120;338.925;261.310;359.074;0.823;
5.500;0.000;4.120;338.924;261.313;359.080;0.823;
5.500;0.000;4.120;338.927;261.317;359.081;0.823;
5.500;0.000;4.120;338.934;261.303;359.085;0.823;
5.500;0.000;4.120;338.923;261.317;359.074;0.824;
5.500;0.000;4.120;338.930;261.319;359.079;0.824;
5.500;0.000;4.120;338.919;261.310;359.075;0.823;
5.500;0.000;4.120;338.913;261.314;359.077;0.824;
5.500;0.000;4.120;338.905;261.306;359.071;0.823;
5.500;0.000;4.120;338.906;261.307;359.076;0.823;
5.500;0.000;4.120;338.917;261.310;359.075;0.823;
5.500;0.000;4.120;338.920;261.314;359.082;0.823;
5.500;0.000;4.120;338.928;261.322;359.077;0.823;
5.500;0.000;4.120;338.917;261.322;359.086;0.823;
5.500;0.000;4.120;338.922;261.316;359.075;0.823;
5.500;0.000;4.120;338.917;261.304;359.086;0.823;
5.500;0.000;4.120;338.916;261.291;359.091;0.823;
5.500;0.000;4.120;338.911;261.292;359.087;0.823;
5.500;0.000;4.120;338.919;261.295;359.078;0.823;
5.500;0.000;4.120;338.913;261.299;359.068;0.823;
5.500;0.000;4.120;338.925;261.295;359.069;0.823;
5.500;0.000;4.120;338.924;261.299;359.083;0.823;
5.500;0.000;4.120;338.933;261.302;359.074;0.823;
5.500;0.000;4.120;338.935;261.298;359.091;0.824;
5.500;0.000;4.120;338.904;261.297;359.084;0.823;
5.500;0.000;4.120;338.921;261.296;359.087;0.823;
5.500;0.000;4.120;338.921;261.304;359.073;0.823;
5.500;0.000;4.120;338.935;261.300;359.078;0.823;
5.500;0.000;4.120;338.936;261.308;359.072;0.823;
5.500;0.000;4.120;338.922;261.314;359.063;0.823;
5.500;0.000;4.120;338.939;261.311;359.072;0.823;
5.500;0.000;4.120;338.939;261.307;359.062;0.823;
5.500;0.000;4.120;338.929;261.306;359.064;0.823;
5.500;0.000;4.120;338.922;261.307;359.065;0.823;
5.500;0.000;4.120;338.945;261.293;359.079;0.823;
5.500;0.000;4.120;338.924;261.295;359.083;0.823;
5.500;0.000;4.120;338.925;261.291;359.081;0.823;
5.500;0.000;4.120;338.931;261.296;359.081;0.823;
5.500;0.000;4.120;338.939;261.293;359.080;0.823;
5.500;0.000;4.120;338.936;261.291;359.077;0.823;
5.500;0.000;4.120;338.933;261.288;359.073;0.823;
5.500;0.000;4.120;338.936;261.288;359.083;0.823;
5.500;0.000;4.120;338.925;261.283;359.079;0.823;
5.500;0.000;4.120;338.920;261.274;359.077;0.823;
5.500;0.000;4.120;338.914;261.278;359.081;0.823;
5.500;0.000;4.120;338.915;261.299;359.073;0.823;
5.500;0.000;4.120;338.927;261.293;359.069;0.823;
5.500;0.000;4.120;338.918;261.301;359.068;0.823;
5.500;0.000;4.120;338.912;261.296;359.078;0.823;
5.500;0.000;4.120;338.917;261.298;359.078;0.823;
5.500;0.000;4.120;338.925;261.302;359.057;0.823;
5.500;0.000;4.120;338.921;261.307;359.080;0.823;
5.500;0.000;4.120;338.914;261.295;359.078;0.823;
5.500;0.000;4.120;338.937;261.302;359.070;0.823;
5.500;0.000;4.120;338.912;261.307;359.069;0.823;
5.500;0.000;4.120;338.919;261.296;359.077;0.823;
5.500;0.000;4.120;338.927;261.300;359.076;0.823;
5.500;0.000;4.120;338.912;261.284;359.083;0.823;
5.500;0.000;4.120;338.930;261.279;359.086;0.823;
5.500;0.000;4.120;338.921;261.280;359.088;0.823;
5.500;0.000;4.120;338.913;261.293;359.081;0.823;
5.500;0.000;4.120;338.914;261.300;359.075;0.823;
5.500;0.000;4.120;338.912;261.299;359.086;0.823;
5.500;0.000;4.120;338.907;261.296;359.092;0.823;
5.500;0.000;4.120;338.917;261.298;359.090;0.823;
5.500;0.000;4.120;338.919;261.300;359.086;0.823;
5.500;0.000;4.120;338.927;261.302;359.078;0.823;
5.500;0.000;4.120;338.921;261.312;359.077;0.823;
5.500;0.000;4.120;338.916;261.310;359.077;0.823;
5.500;0.000;4.120;338.918;261.295;359.084;0.824;
5.500;0.000;4.120;338.911;261.298;359.095;0.823;
5.500;0.000;4.120;338.923;261.298;359.093;0.823;
5.500;0.000;4.120;338.933;261.293;359.098;0.824;
5.500;0.000;4.120;338.928;261.291;359.101;0.823;
5.500;0.000;4.120;338.927;261.301;359.089;0.823;
5.500;0.000;4.120;338.927;261.296;359.089;0.823;
5.500;0.000;4.120;338.920;261.300;359.084;0.823;
5.500;0.000;4.120;338.924;261.297;359.081;0.823;
5.500;0.000;4.120;338.918;261.290;359.076;0.823;
5.500;0.000;4.120;338.925;261.300;359.081;0.823;
5.500;0.000;4.120;338.925;261.298;359.072;0.823;
5.500;0.000;4.120;338.937;261.303;359.073;0.823;
5.500;0.000;4.120;338.942;261.295;359.073;0.823;
5.500;0.000;4.120;338.942;261.303;359.061;0.823;
5.500;0.000;4.120;338.928;261.297;359.065;0.823;
5.500;0.000;4.120;338.924;261.298;359.076;0.823;
5.500;0.000;4.120;338.919;261.312;359.082;0.823;
5.500;0.000;4.120;338.925;261.306;359.080;0.823;
5.500;0.000;4.120;338.929;261.306;359.073;0.823;
5.500;0.000;4.120;338.935;261.308;359.084;0.823;
5.500;0.000;4.120;338.927;261.317;359.074;0.823;
5.500;0.000;4.120;338.934;261.317;359.080;0.823;
5.500;0.000;4.120;338.928;261.308;359.083;0.823;
5.500;0.000;4.120;338.933;261.295;359.078;0.823;
5.500;0.000;4.120;338.944;261.296;359.075;0.823;
5.500;0.000;4.120;338.937;261.301;359.079;0.823;
5.500;0.000;4.120;338.924;261.293;359.084;0.823;
5.500;0.000;4.120;338.917;261.288;359.076;0.823;
5.500;0.000;4.120;338.930;261.291;359.079;0.823;
5.500;0.000;4.120;338.917;261.306;359.070;0.823;
5.500;0.000;4.120;338.922;261.311;359.061;0.823;
5.500;0.000;4.120;338.911;261.309;359.074;0.823;
5.500;0.000;4.120;338.921;261.307;359.074;0.823;
5.500;0.000;4.120;338.924;261.308;359.071;0.823;
5.500;0.000;4.120;338.931;261.301;359.075;0.823;
5.500;0.000;4.120;338.929;261.306;359.084;0.823;
5.500;0.000;4.120;338.916;261.312;359.088;0.823;
5.500;0.000;4.120;338.932;261.307;359.081;0.823;
5.500;0.000;4.120;338.933;261.310;359.074;0.823;
5.500;0.000;4.120;338.922;261.307;359.078;0.824;
5.500;0.000;4.120;338.932;261.294;359.078;0.823;
5.500;0.000;4.120;338.908;261.292;359.074;0.823;
5.500;0.000;4.120;338.926;261.289;359.088;0.823;
5.500;0.000;4.120;338.924;261.291;359.088;0.823;
5.500;0.000;4.120;338.908;261.289;359.089;0.823;
5.500;0.000;4.120;338.912;261.290;359.093;0.824;
5.500;0.000;4.120;338.901;261.292;359.097;0.823;
5.500;0.000;4.120;338.914;261.291;359.093;0.823;
5.500;0.000;4.120;338.901;261.306;359.096;0.823;
5.500;0.000;4.120;338.904;261.297;359.092;0.823;
5.500;0.000;4.120;338.913;261.286;359.097;0.823;
5.500;0.000;4.120;338.914;261.285;359.097;0.823;
5.500;0.000;4.120;338.905;261.286;359.089;0.823;
5.500;0.000;4.120;338.910;261.288;359.096;0.823;
5.500;0.000;4.120;338.916;261.280;359.092;0.823;
5.500;0.000;4.120;338.896;261.288;359.082;0.823;
5.500;0.000;4.120;338.912;261.280;359.094;0.824;
5.500;0.000;4.120;338.909;261.276;359.102;0.824;
5.500;0.000;4.120;338.909;261.296;359.090;0.824;
5.500;0.000;4.120;338.918;261.292;359.090;0.824;
5.500;0.000;4.120;338.903;261.293;359.087;0.824;
5.500;0.000;4.120;338.904;261.294;359.087;0.824;
5.500;0.000;4.120;338.910;261.299;359.088;0.824;
5.500;0.000;4.120;338.912;261.297;359.093;0.824;
5.500;0.000;4.120;338.916;261.289;359.096;0.824;
5.500;0.000;4.120;338.923;261.294;359.102;0.824;
5.500;0.000;4.120;338.921;261.280;359.103;0.824;
5.500;0.000;4.120;338.910;261.283;359.105;0.824;
5.500;0.000;4.120;338.923;261.286;359.110;0.824;
5.500;0.000;4.120;338.912;261.288;359.105;0.824;
5.500;0.000;4.120;338.919;261.290;359.107;0.824;
5.500;0.000;4.120;338.918;261.289;359.103;0.824;
5.500;0.000;4.120;338.919;261.300;359.099;0.824;
5.500;0.000;4.120;338.919;261.288;359.106;0.824;
5.500;0.000;4.120;338.909;261.296;359.098;0.824;
5.500;0.000;4.120;338.907;261.282;359.109;0.824;
5.500;0.000;4.120;338.913;261.287;359.102;0.824;
5.500;0.000;4.120;338.902;261.276;359.108;0.824;
5.500;0.000;4.120;338.909;261.279;359.103;0.824;
5.500;0.000;4.120;338.919;261.282;359.092;0.823;
5.500;0.000;4.120;338.919;261.277;359.103;0.823;
5.500;0.000;4.120;338.939;261.285;359.096;0.823;
5.500;0.000;4.120;338.928;261.280;359.095;0.823;
5.500;0.000;4.120;338.919;261.293;359.098;0.823;
5.500;0.000;4.120;338.916;261.305;359.078;0.823;
5.500;0.000;4.120;338.914;261.297;359.102;0.823;
5.500;0.000;4.120;338.915;261.301;359.085;0.823;
5.500;0.000;4.120;338.923;261.304;359.098;0.823;
5.500;0.000;4.120;338.924;261.310;359.088;0.823;
5.500;0.000;4.120;338.909;261.317;359.086;0.823;
5.500;0.000;4.120;338.904;261.315;359.083;0.823;
5.500;0.000;4.120;338.905;261.312;359.091;0.823;
5.500;0.000;4.120;338.898;261.312;359.093;0.823;
5.500;0.000;4.120;338.913;261.300;359.104;0.823;
5.500;0.000;4.120;338.878;261.317;359.090;0.823;
5.500;0.000;4.120;338.912;261.302;359.077;0.824;
5.500;0.000;4.120;338.898;261.305;359.078;0.823;
5.500;0.000;4.120;338.949;261.312;359.069;0.823;
5.500;0.000;4.120;338.936;261.312;359.063;0.823;
5.500;0.000;4.120;338.903;261.301;359.073;0.823;
5.500;0.000;4.120;338.912;261.304;359.070;0.823;
5.500;0.000;4.120;338.931;261.313;359.071;0.823;
5.500;0.000;4.120;338.918;261.316;359.071;0.823;
5.500;0.000;4.120;338.919;261.313;359.077;0.823;
5.500;0.000;4.120;338.910;261.309;359.067;0.823;
5.500;0.000;4.120;338.925;261.300;359.085;0.823;
5.500;0.000;4.120;338.922;261.324;359.071;0.823;
5.500;0.000;4.120;338.906;261.305;359.076;0.823;
5.500;0.000;4.120;338.927;261.317;359.066;0.823;
5.500;0.000;4.120;338.919;261.314;359.076;0.823;
5.500;0.000;4.120;338.914;261.307;359.091;0.823;
5.500;0.000;4.120;338.922;261.312;359.083;0.823;
5.500;0.000;4.120;338.940;261.310;359.075;0.823;
5.500;0.000;4.120;338.927;261.307;359.089;0.823;
5.500;0.000;4.120;338.932;261.312;359.081;0.823;
5.500;0.000;4.050;338.912;261.319;359.075;0.823;
5.930;0.000;3.690;338.918;261.319;359.068;0.823;
5.960;0.000;3.734;338.916;261.327;359.067;0.823;
6.413;0.000;3.398;338.920;261.317;359.065;0.823;
6.480;0.000;3.220;338.916;261.305;359.060;0.823;
6.510;0.000;3.140;338.938;261.287;359.073;0.823;
6.500;0.000;2.910;338.924;261.289;359.080;0.823;
6.500;0.000;2.730;338.934;261.296;359.085;0.823;
6.490;0.000;2.600;338.920;261.288;359.088;0.823;
6.550;0.000;2.340;338.928;261.288;359.087;0.823;
6.610;0.000;2.170;338.934;261.299;359.079;0.823;
6.640;0.000;2.170;338.937;261.295;359.073;0.823;
6.680;0.000;2.520;338.934;261.301;359.064;0.823;
6.690;0.000;2.870;338.929;261.287;359.078;0.823;
6.710;0.000;3.320;338.942;261.288;359.083;0.823;
6.710;0.000;3.450;338.938;261.284;359.087;0.823;
6.710;0.000;3.470;338.946;261.290;359.081;0.823;
6.900;0.000;2.710;338.928;261.281;359.092;0.823;
6.920;0.000;2.420;338.923;261.287;359.088;0.823;
6.920;0.000;2.390;338.927;261.288;359.091;0.823;
6.930;0.000;2.820;338.925;261.294;359.084;0.823;
6.950;0.000;3.290;338.929;261.297;359.080;0.823;
6.940;0.000;3.040;338.928;261.302;359.085;0.823;
7.000;0.000;2.270;338.911;261.289;359.085;0.823;
7.030;0.000;2.200;338.916;261.297;359.083;0.823;
6.960;0.000;2.860;338.904;261.293;359.092;0.823;
6.890;0.000;3.220;338.914;261.284;359.091;0.823;
6.890;0.000;3.220;338.917;261.286;359.087;0.823;
6.920;0.000;2.400;338.916;261.279;359.087;0.823;
6.910;0.000;2.190;338.914;261.286;359.089;0.823;
6.910;0.000;2.220;338.913;261.296;359.074;0.823;
6.940;0.000;3.080;338.912;261.296;359.081;0.823;
6.950;0.000;3.200;338.915;261.303;359.086;0.823;
6.920;0.000;2.590;338.911;261.310;359.087;0.823;
6.910;0.000;2.060;338.917;261.301;359.105;0.823;
6.910;0.000;2.040;338.900;261.304;359.085;0.823;
7.020;0.000;2.840;338.906;261.312;359.085;0.823;
7.040;0.000;3.340;338.916;261.312;359.084;0.823;
7.040;0.000;3.380;338.906;261.314;359.082;0.823;
7.150;0.000;2.490;338.908;261.297;359.089;0.823;
7.140;0.000;2.180;338.909;261.312;359.082;0.823;
7.140;0.000;2.180;338.917;261.302;359.088;0.823;
7.160;0.000;2.720;338.910;261.312;359.077;0.823;
7.040;0.000;3.290;338.917;261.309;359.082;0.823;
6.960;0.000;3.730;338.911;261.307;359.083;0.823;
6.506;0.000;3.738;338.909;261.310;359.089;0.823;
6.636;0.000;4.220;338.913;261.309;359.075;0.823;
6.617;0.000;4.220;338.894;261.293;359.083;0.823;
6.487;0.000;4.220;338.902;261.294;359.089;0.823;
6.484;0.000;4.220;338.920;261.306;359.081;0.823;
6.513;0.000;4.220;338.921;261.309;359.080;0.823;
6.460;0.000;4.510;338.923;261.309;359.079;0.823;
6.358;0.000;4.780;338.924;261.312;359.080;0.823;
6.151;0.000;4.220;338.916;261.316;359.074;0.823;
6.020;0.000;4.260;338.927;261.315;359.067;0.823;
6.050;0.000;4.070;338.916;261.299;359.073;0.823;
6.190;0.000;3.770;338.917;261.309;359.074;0.823;
6.230;0.000;3.850;338.905;261.287;359.080;0.823;
6.240;0.000;4.370;338.915;261.297;359.085;0.823;
6.439;0.000;5.305;338.909;261.297;359.086;0.823;
6.850;0.000;5.420;338.906;261.299;359.094;0.823;
6.350;0.000;5.980;338.904;261.310;359.092;0.823;
6.090;0.000;6.580;338.889;261.306;359.098;0.823;
5.790;0.000;6.940;338.905;261.288;359.100;0.823;
5.810;0.000;7.270;338.899;261.286;359.096;0.823;
5.860;0.000;7.300;338.891;261.280;359.093;0.823;
6.030;0.000;6.780;338.915;261.267;359.093;0.823;
6.050;0.000;5.830;338.915;261.283;359.081;0.823;
6.080;0.000;5.220;338.902;261.285;359.090;0.823;
6.810;0.000;4.460;338.911;261.306;359.078;0.823;
5.900;0.000;4.150;338.911;261.300;359.082;0.823;
5.650;0.000;3.780;338.913;261.296;359.084;0.823;
5.390;0.000;3.450;338.912;261.305;359.080;0.823;
6.300;0.000;2.830;338.925;261.308;359.086;0.823;
5.219;0.000;2.136;338.910;261.318;359.067;0.823;
5.210;0.000;2.136;338.918;261.316;359.078;0.823;
5.230;0.000;1.550;338.915;261.324;359.076;0.823;
5.080;0.000;0.920;338.916;261.314;359.073;0.823;
5.080;0.000;0.720;338.897;261.304;359.081;0.823;
5.070;0.000;0.600;338.907;261.298;359.098;0.823;
5.070;0.000;0.600;338.909;261.302;359.088;0.823;
5.070;0.000;0.600;338.900;261.302;359.094;0.823;
4.970;0.000;0.400;338.918;261.286;359.099;0.823;
4.830;0.000;0.260;338.920;261.296;359.091;0.823;
4.370;0.000;0.110;338.915;261.292;359.095;0.823;
4.040;0.000;0.010;338.926;261.296;359.095;0.823;
3.240;0.000;-0.410;338.925;261.294;359.095;0.823;
3.240;0.000;-0.440;338.918;261.297;359.094;0.823;
2.760;0.000;-0.790;338.921;261.301;359.093;0.823;
2.680;0.000;-0.870;338.913;261.305;359.090;0.823;
1.720;0.000;-1.680;338.932;261.292;359.091;0.823;
1.630;0.000;-1.870;338.926;261.299;359.088;0.823;
1.630;0.000;-1.870;338.921;261.291;359.094;0.823;
1.540;0.000;-1.960;338.906;261.282;359.100;0.823;
0.500;0.000;-2.370;338.917;261.289;359.103;0.823;
0.160;0.000;-2.021;338.907;261.287;359.110;0.823;
-0.410;0.000;-2.740;338.912;261.288;359.095;0.823;
-1.240;0.000;-3.090;338.917;261.281;359.105;0.823;
-1.780;0.000;-3.250;338.910;261.301;359.090;0.823;
-1.640;0.000;-3.210;338.920;261.298;359.092;0.823;
-1.240;0.000;-3.010;338.918;261.304;359.100;0.823;
-0.260;0.000;-2.630;338.920;261.309;359.088;0.823;
0.180;0.000;-2.021;338.912;261.295;359.092;0.823;
1.186;0.000;-2.286;338.897;261.296;359.095;0.823;
1.010;0.000;-1.620;338.903;261.285;359.093;0.823;
1.340;0.000;-1.160;338.910;261.289;359.083;0.823;
1.400;0.000;-0.990;338.914;261.266;359.108;0.823;
1.580;0.000;-0.680;338.916;261.279;359.089;0.823;
1.760;0.000;-0.440;338.926;261.291;359.096;0.823;
1.930;0.000;-0.310;338.928;261.284;359.093;0.823;
2.100;0.000;-0.230;338.907;261.278;359.112;0.823;
2.260;0.000;-0.190;338.921;261.286;359.094;0.823;
2.260;0.000;-0.190;338.908;261.289;359.100;0.823;
2.490;0.000;-0.130;338.908;261.291;359.097;0.823;
2.490;0.000;-0.130;338.936;261.290;359.093;0.824;
2.780;0.000;-0.050;338.899;261.289;359.084;0.824;
3.520;0.000;0.170;338.921;261.308;359.070;0.824;
3.520;0.000;0.170;338.923;261.288;359.086;0.823;
3.940;0.000;0.280;338.924;261.291;359.088;0.823;
4.270;0.000;0.220;338.910;261.289;359.092;0.823;
5.320;0.000;0.100;338.912;261.305;359.093;0.823;
5.720;0.000;-0.160;338.917;261.304;359.087;0.823;
5.930;0.000;-0.520;338.907;261.273;359.098;0.823;
5.910;0.000;-1.080;338.909;261.318;359.080;0.823;
